0.000000000000000e+000	4.634688e+000	-7.779351e-001	-1.043717e-002
3.431071999476262e-006	4.632545e+000	-7.780328e-001	-1.045057e-002
3.731071999476262e-006	4.639409e+000	-7.775589e-001	-1.041712e-002
3.931071999476262e-006	4.632380e+000	-7.789706e-001	-1.039599e-002
4.131071999476262e-006	4.624153e+000	-7.778131e-001	-1.053882e-002
4.231071999476262e-006	4.634839e+000	-7.759449e-001	-1.055277e-002
4.331071999476262e-006	4.652169e+000	-7.751234e-001	-1.044327e-002
4.431071999476263e-006	4.660554e+000	-7.769628e-001	-1.025695e-002
4.531071999476262e-006	4.643776e+000	-7.810113e-001	-1.016190e-002
4.631071999476262e-006	4.604120e+000	-7.838712e-001	-1.033535e-002
4.731071999476262e-006	4.573874e+000	-7.812374e-001	-1.075454e-002
4.831071999476262e-006	4.593120e+000	-7.722919e-001	-1.109565e-002
4.931071999476262e-006	4.666570e+000	-7.626768e-001	-1.094072e-002
5.031071999476262e-006	4.747944e+000	-7.621186e-001	-1.017314e-002
5.131071999476263e-006	4.766272e+000	-7.760926e-001	-9.175294e-003
5.205935939815494e-006	4.675434e+000	-7.941081e-001	-8.842268e-003
5.272679825204231e-006	4.485816e+000	-8.090889e-001	-9.350419e-003
5.312464945199710e-006	4.337459e+000	-8.119008e-001	-1.025161e-002
5.354824635910162e-006	4.206129e+000	-8.047488e-001	-1.171872e-002
5.400583816775602e-006	4.149171e+000	-7.857574e-001	-1.348622e-002
5.432103128614071e-006	4.179656e+000	-7.652474e-001	-1.456826e-002
5.470600927328992e-006	4.283402e+000	-7.330874e-001	-1.544136e-002
5.520601805487794e-006	4.458128e+000	-6.875204e-001	-1.576930e-002
5.577724963470263e-006	4.666466e+000	-6.385728e-001	-1.515509e-002
5.631503291594427e-006	4.841831e+000	-6.050756e-001	-1.373156e-002
5.702244207929206e-006	5.018261e+000	-5.889086e-001	-1.109744e-002
5.775167457606666e-006	5.129196e+000	-6.076156e-001	-8.103486e-003
5.843982454314595e-006	5.161960e+000	-6.592112e-001	-5.454285e-003
5.907633618443920e-006	5.130043e+000	-7.305913e-001	-3.424183e-003
5.938628333833523e-006	5.075050e+000	-7.721204e-001	-2.697750e-003
5.958774581399181e-006	4.995344e+000	-8.008344e-001	-2.418660e-003
5.975368398260282e-006	4.872247e+000	-8.240104e-001	-2.378403e-003
5.991317089462261e-006	4.676239e+000	-8.444819e-001	-2.603337e-003
6.008379371616378e-006	4.364478e+000	-8.627013e-001	-3.280082e-003
6.028712077771968e-006	3.880324e+000	-8.786399e-001	-4.728003e-003
6.041886589733996e-006	3.513239e+000	-8.845418e-001	-6.136116e-003
6.054589560030466e-006	3.135426e+000	-8.854468e-001	-7.966309e-003
6.069738516802218e-006	2.702376e+000	-8.804951e-001	-1.065967e-002
6.086436740677580e-006	2.279944e+000	-8.685766e-001	-1.408328e-002
6.094640624460742e-006	2.112506e+000	-8.597692e-001	-1.592172e-002
6.101025982682080e-006	2.018229e+000	-8.508399e-001	-1.742141e-002
6.109315091984123e-006	1.939590e+000	-8.369540e-001	-1.939289e-002
6.118167411293843e-006	1.898081e+000	-8.197581e-001	-2.149034e-002
6.124336123348376e-006	1.895726e+000	-8.060427e-001	-2.292580e-002
6.131608645438251e-006	1.917745e+000	-7.877963e-001	-2.456638e-002
6.140061896857615e-006	1.964010e+000	-7.640655e-001	-2.638982e-002
6.150434018198174e-006	2.039896e+000	-7.315611e-001	-2.849683e-002
